,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
6702,53,1686,2,3,1,51098.69421513495,0.07,84174.67,51098.69421513495
6703,54,1415,3,3,3,118238.1540161205,0.07,31079.54,121375.40218226827
6704,55,1660,1,3,1,-167386.24799407902,0.2,16126.6,-160554.4277973361
6705,49,1569,2,3,3,123815.33913122823,0.02,50796.64,123815.33913122823
6706,45,1569,3,3,3,-110991.3887694696,0.02,101088.11,-110991.3887694696
6707,57,1525,1,3,1,103664.21308263452,0.22,22614.88,107026.93119762698
6708,45,1702,1,3,1,-129248.15855880974,0.25,133766.96,-129248.15855880974
6709,57,2848,1,4,1,141136.27375843338,0.33,103441.4,141136.27375843338
6710,47,1720,2,3,3,139840.4295567179,0.32,144814.25,139840.4295567179
6711,35,1776,1,3,1,-27195.8160476,0.16,38132.43,45764.80259457437
6712,53,1427,1,3,1,6085.037248977587,0.25,33408.74,27617.53400886326
6713,41,1802,1,3,1,64278.33324858454,0.05,22808.27,83184.72402884107
6714,47,1525,1,3,1,-220130.3364881162,0.28,15916.95,-178653.54398775817
6715,61,1650,1,1,1,708506.5455726797,0.32,35843.05,708506.5455726797
6716,56,2001,3,1,3,-111468.024104642,0.16,108485.74,-111468.024104642
6717,56,1993,1,2,1,-57472.49974523377,0.33,160618.26,-57472.49974523377
6718,61,1993,3,2,5,-191562.0761791617,0.19,121665.88,-191562.0761791617
6719,40,2840,3,2,5,146386.52154514362,0.2,69156.1,146386.52154514362
6720,62,2091,3,1,5,52144.0198092538,0.32,106404.36,52144.0198092538
6721,62,2091,3,2,5,-297263.7160059241,0.32,34327.17,-297263.7160059241
6722,46,2235,1,1,1,112691.8517922632,0.18,62368.79,112691.8517922632
6723,53,2132,3,1,5,-321150.6157759128,0.1,57567.84,-321150.6157759128
6724,57,1751,2,4,5,32692.40883559361,0.28,36335.37,33610.8219956968
6725,50,2251,3,2,5,161674.0949662178,0.1,65609.96,161674.0949662178
6726,58,2158,3,1,3,102872.63833958656,0.12,54825.12,102872.63833958656
6727,45,2617,2,2,2,313607.1339399248,0.09,99616.8,313607.1339399248
6728,44,2071,1,1,1,170474.3521991718,0.21,40748.89,207613.5191946853
6729,55,2248,2,2,5,-52156.110633403136,0.24,2494.31,-50888.09301518694
6730,62,2099,1,2,1,-31046.232623183627,0.27,76778.91,-31046.232623183627
6731,47,2195,1,1,1,106440.82326108408,0.04,21345.08,114386.75918889816
6732,42,2594,1,2,1,146706.8452178388,0.17,32222.0,214948.43009150695
6733,52,2021,3,1,3,32163.48387822184,0.27,103858.99,32163.48387822184
6734,57,1819,1,1,1,70220.99690019272,0.07,89841.69,70220.99690019272
6735,37,1989,1,1,1,30533.501259036755,0.22,32622.35,124556.74574348205
6736,45,1989,1,1,1,-28106.32580384567,0.16,129311.28,-28106.32580384567
6737,48,1961,2,1,3,76866.38231178693,0.25,78019.38,76866.38231178693
6738,41,1977,1,1,1,186658.44753483063,0.19,106854.01,186658.44753483063
6739,35,2828,3,2,5,72171.61438415966,0.3,59119.66,72171.61438415966
6740,42,1878,1,1,1,41617.08550147675,0.14,65734.69,41617.08550147675
6741,41,1878,3,1,1,124394.59446188968,0.07,130834.46,124394.59446188968
6742,53,1761,1,1,1,-79649.69977139676,0.15,70738.03,-79649.69977139676
6743,57,2246,1,2,1,575251.087083214,0.24,14731.72,577640.7585196068
6744,45,1779,1,1,1,-92931.25810115304,0.14,15983.04,-67142.57494226702
6745,50,1683,1,1,1,-90304.37689649784,0.34,94058.47,-90304.37689649784
6746,46,3396,2,1,4,-346112.0809212603,0.04,104631.77,-346112.0809212603
6747,49,1789,1,1,1,-273294.62835036585,0.13,77448.12,-273294.62835036585
6748,62,3396,3,1,3,15471.270191547464,0.18,74780.44,15471.270191547464
6749,50,3221,2,1,3,16104.729328626066,0.03,18722.44,19652.94941180009
6750,53,3221,3,1,5,-48025.74819160285,0.12,158090.59,-48025.74819160285
6751,52,1817,1,1,1,63943.44731372618,0.31,82078.16,63943.44731372618
6752,63,3540,2,1,3,-79883.03279652153,0.02,141936.91,-79883.03279652153
6753,43,3701,3,1,5,90737.24943603836,0.31,79063.3,90737.24943603836
6754,48,3701,2,1,3,-18599.04195502337,0.05,19821.11,-10406.095119991207
6755,48,1810,1,1,1,-53524.35608639197,0.29,76460.92,-53524.35608639197
6756,40,1691,1,1,1,96054.04705902444,0.1,26642.38,143967.3883026995
6757,36,1691,1,1,1,910.5058529475356,0.31,87107.78,910.5058529475356
6758,50,3332,2,1,5,34445.355209886664,0.11,79810.81,34445.355209886664
6759,51,3078,3,1,1,-234537.06417501377,0.07,156125.89,-234537.06417501377
6760,45,1917,1,4,1,-129356.50136981122,0.32,55909.84,-129356.50136981122
6761,58,3035,1,1,1,488648.0923312621,0.08,184961.49,488648.0923312621
6762,62,3250,1,1,1,-40470.63822922733,0.27,78699.56,-40470.63822922733
6763,45,1744,1,1,1,115050.57428606598,0.13,38907.17,149885.62146385704
6764,63,3639,1,1,1,47380.72877216071,0.22,16022.36,47380.72877216071
6765,55,3557,1,1,1,-187794.44120538267,0.32,39076.82,-178705.91945861877
6766,46,3662,1,1,1,-154589.68343758088,0.05,55250.46,-154589.68343758088
6767,36,1630,1,1,1,-67105.69439050257,0.33,66629.84,-67105.69439050257
6768,42,1871,1,1,1,-217106.1048268332,0.16,136566.46,-217106.1048268332
6769,49,1761,2,1,3,-23486.198427740488,0.25,22220.79,16531.802051710893
6770,37,1773,1,1,1,-61907.126288612446,0.07,107148.07,-61907.126288612446
6771,35,1997,2,1,3,-93366.87683504618,0.11,9829.11,-65261.72141609318
6772,42,1832,1,1,1,-2399.4736476764897,0.25,59981.52,-2399.4736476764897
6773,57,3289,2,1,5,505876.50627893215,0.3,78636.52,505876.50627893215
6774,41,1832,1,1,1,108684.1817561067,0.16,38802.85,159943.23961532227
6775,57,3035,3,1,3,97949.35011687134,0.24,49409.43,97949.35011687134
6776,45,3035,2,1,5,99210.6253012425,0.15,57878.73,99210.6253012425
6777,57,3367,1,1,1,-16512.31482240562,0.27,41920.33,-14123.437172036258
6778,46,1817,1,1,1,119095.15762393344,0.22,51986.56,120547.1909367206
6779,49,2306,2,2,2,268129.2179915763,0.27,77135.85,268129.2179915763
6780,53,1864,1,1,1,73685.91736790948,0.31,76473.37,73685.91736790948
6781,41,3539,2,1,5,90588.27960290016,0.21,66656.09,90588.27960290016
6782,47,1807,2,1,1,123494.22985260731,0.26,70127.04,123494.22985260731
6783,52,3377,2,1,4,-98863.59077266364,0.27,38920.09,-98011.71511843461
6784,58,3248,2,1,3,150640.29792110497,0.13,122125.26,150640.29792110497
6785,50,1735,1,1,1,215695.08441852004,0.31,54068.07,215695.08441852004
6786,46,3539,2,1,5,-313610.4701402187,0.06,75221.8,-313610.4701402187
6787,49,3496,3,1,3,8879.61640357648,0.02,43931.53,8879.61640357648
6788,45,3496,2,1,3,-163867.35284747786,0.18,113757.75,-163867.35284747786
6789,59,3418,3,1,3,-56085.38622715606,0.17,71469.29,-56085.38622715606
6790,52,1312,1,3,1,124438.2795385717,0.01,57669.52,124438.2795385717
6791,47,1303,1,3,1,-76234.60628214,0.26,63522.34,-76234.60628214
6792,52,3588,2,1,3,-165719.52367594803,0.03,18450.2,-163212.99917644478
6793,59,3737,2,1,5,315522.3130700855,0.26,77078.4,315522.3130700855
6794,52,2136,2,2,3,73409.62637778051,0.27,56075.84,73409.62637778051
6795,57,2002,1,2,1,-167693.19878867155,0.34,177374.98,-167693.19878867155
6796,41,1933,1,4,1,41687.8943491836,0.05,68814.47,41687.8943491836
6797,43,3801,1,3,1,104.66795341118264,0.1,47785.73,13868.515535421806
6798,51,3357,3,1,4,83439.83679422217,0.3,12438.22,103603.14299117673
6799,53,3357,3,1,3,22376.31595031225,0.23,19231.17,38698.6758777019
6800,47,1808,3,1,3,102811.09417531824,0.32,69444.28,102811.09417531824
6801,56,3707,1,1,1,787.3696957306393,0.3,54855.45,787.3696957306393
6802,54,1415,3,3,5,-18263.742295234555,0.22,91657.0,-18263.742295234555
6803,50,2760,3,3,5,73221.59160549178,0.28,52034.47,73221.59160549178
6804,40,1795,1,4,1,75632.52118166618,0.18,94821.11,75632.52118166618
6805,49,2022,1,1,1,171138.25011341748,0.11,33267.11,194225.2159443302
6806,51,2106,1,1,1,-111597.15216753422,0.29,44084.42,-98287.92460803887
6807,56,2546,2,2,5,100486.8227260243,0.07,73551.49,100486.8227260243
6808,58,2459,3,2,5,-89970.87515227719,0.28,39484.07,-89970.87515227719
6809,47,2059,1,1,1,77423.18214351441,0.19,14226.75,102579.47149988542
6810,63,1457,1,3,1,-268866.4289096715,0.06,227489.78,-268866.4289096715
6811,63,1654,1,1,1,428133.5443418412,0.31,33173.51,428133.5443418412
6812,57,1495,3,3,3,98403.02586272296,0.15,43773.07,98403.02586272296
6813,58,1495,3,1,2,67006.81696966314,0.25,25639.04,67006.81696966314
6814,43,1863,1,1,1,102557.97549555462,0.02,118704.5,102557.97549555462
6815,46,3539,2,1,5,-142334.07354711162,0.15,133938.36,-142334.07354711162
6816,53,1642,1,1,1,171284.41518371273,0.28,36149.43,189729.58829350516
6817,53,1875,1,1,1,-237466.6255139104,0.04,152041.81,-237466.6255139104
6818,44,2972,2,1,1,-69192.41113545386,0.07,80343.26,-69192.41113545386
6819,56,3163,1,1,1,98776.653087611,0.04,25363.66,100178.26022577987
6820,51,3208,1,1,1,274351.5943378321,0.2,112163.66,274351.5943378321
6821,41,2022,1,1,1,92005.25800496136,0.17,169638.38,92005.25800496136
6822,38,2875,1,2,1,-54935.85641741121,0.13,26310.68,16576.004232841427
6823,39,3768,3,1,5,92996.60943539235,0.02,153023.14,92996.60943539235
6824,35,2097,1,1,1,-8108.704122791185,0.0,94908.29,-8108.704122791185
6825,58,1559,1,1,1,51505.33606270707,0.14,156877.33,51505.33606270707
6826,41,3551,1,1,1,-65751.62572825773,0.32,12832.07,1430.7918342148769
6827,63,4059,1,1,1,-170576.05243636548,0.24,119819.2,-170576.05243636548
6828,45,2464,1,4,1,459622.7317968304,0.16,31155.64,513742.63584043726
6829,57,3418,1,1,1,-147485.56402428995,0.0,99240.4,-147485.56402428995
6830,49,3539,2,1,4,136963.11244910193,0.28,9702.63,156716.71089905006
6831,41,1781,1,4,1,40174.290108517125,0.06,34964.88,67691.58749590044
6832,51,4569,1,2,1,511243.221962005,0.17,36810.18,534656.3228041737
6833,51,3208,1,1,1,20182.16055157485,0.15,37143.83,41045.96715592376
6834,36,1844,1,1,1,156991.45022442422,0.03,64253.68,156991.45022442422
6835,61,1524,1,3,1,7604.508103646363,0.22,100834.06,7604.508103646363
6836,42,1704,3,3,1,-297571.20155736885,0.2,24290.48,-285106.7769652134
6837,42,1704,1,3,1,-200283.8724262816,0.16,61009.59,-200283.8724262816
6838,45,1893,1,1,1,115469.53888970074,0.08,84256.91,115469.53888970074
6839,53,1790,1,1,1,37308.82551696112,0.25,182002.49,37308.82551696112
6840,49,1808,1,1,1,-202664.1004911412,0.18,15618.61,-182222.56076297988
6841,46,2035,1,1,1,19161.14861156353,0.2,49854.08,26378.43602081615
6842,62,3707,1,1,1,3228.782774057723,0.16,148559.31,3228.782774057723
6843,61,1493,3,3,3,-213445.31002386025,0.1,89226.04,-213445.31002386025
6844,55,1647,3,1,5,25003.94886453822,0.25,65438.85,25003.94886453822
6845,62,3443,1,1,1,-252744.12828429064,0.14,62082.38,-252744.12828429064
6846,60,3707,1,1,1,-1081.5485260921998,0.09,49999.95,-1081.5485260921998
6847,42,1802,3,3,5,-74814.77378730147,0.01,38608.53,-74537.6956252414
6848,49,2416,2,3,5,-26197.57853781573,0.35,83360.22,-26197.57853781573
6849,35,1417,1,3,1,131496.08652078215,0.32,17006.9,240875.77870194791
6850,46,2204,3,2,5,38965.28557746988,0.06,68772.59,38965.28557746988
6851,47,1960,1,1,1,-8467.41853847491,0.03,49462.49,-6562.606708848895
6852,48,2120,1,2,1,13903.115278875732,0.04,22966.41,21497.546715724668
6853,63,2181,1,1,1,-25156.059850526977,0.3,64028.01,-25156.059850526977
6854,35,1838,2,1,5,-75975.98181187363,0.01,178406.33,-75975.98181187363
6855,44,1686,3,1,3,98507.52933722732,0.21,96928.66,98507.52933722732
6856,41,1870,1,1,1,393843.8490857774,0.23,116430.81,393843.8490857774
6857,56,3113,2,1,1,112418.08578057532,0.21,126286.03,112418.08578057532
6858,52,3233,1,1,1,17905.52196465974,0.16,143290.53,17905.52196465974
6859,46,1708,1,1,1,-199980.9480866592,0.17,13345.86,-176403.86259859748
6860,45,1778,1,1,1,554840.4887822865,0.05,43311.32,565200.605773551
6861,39,1620,2,1,5,-133399.29598223596,0.17,25249.42,-65872.6056843796
6862,60,3175,2,1,3,103313.4271147549,0.27,31899.61,103313.4271147549
6863,54,3409,2,1,5,50368.82540072501,0.21,62812.01,50368.82540072501
6864,52,3233,3,1,3,-54674.17236310503,0.12,103299.8,-54674.17236310503
6865,55,3144,3,1,1,41020.33046726882,0.08,36819.54,41020.33046726882
6866,39,1621,1,1,1,426092.1087760931,0.05,150712.54,426092.1087760931
6867,57,2909,1,1,1,5198.81747764904,0.18,57799.76,5198.81747764904
6868,51,2950,1,1,1,-62461.9590354488,0.29,30519.71,-27760.268269418404
6869,49,3294,3,1,5,-277987.0142328748,0.28,104861.41,-277987.0142328748
6870,49,1757,1,1,1,-119191.01514038489,0.34,29168.15,-74191.01514038489
6871,63,1487,1,3,1,33302.045109277584,0.04,62724.21,33302.045109277584
6872,42,1741,1,1,1,54710.84927297728,0.04,37323.71,70286.2014437428
6873,57,1301,1,3,1,6216.5340162006505,0.18,40280.62,8919.951524130278
6874,58,1647,1,1,1,111716.7418754565,0.24,64799.06,111716.7418754565
6875,61,3228,1,1,1,91791.84848528371,0.3,105861.19,91791.84848528371
6876,59,1767,3,2,3,231873.3551479237,0.15,94560.99,231873.3551479237
6877,37,3222,2,1,5,25684.55743081481,0.06,127572.2,25684.55743081481
6878,35,3932,3,2,5,43758.99616192166,0.15,148858.46,43758.99616192166
6879,43,1892,3,1,5,-12646.05359933549,0.1,50273.85,-12646.05359933549
6880,60,3510,2,1,5,-75947.94006184179,0.15,33391.72,-75947.94006184179
6881,36,1797,1,1,1,149249.4122940303,0.25,12610.61,225400.8617550261
6882,51,2007,2,2,5,65388.90981696846,0.05,153390.78,65388.90981696846
6883,46,1715,1,1,1,4690.052951837423,0.18,39214.8,40522.15704258907
6884,63,3152,1,1,1,-207117.6473053348,0.01,18771.85,-207117.6473053348
6885,60,3219,3,1,5,-22773.441335703505,0.06,125727.76,-22773.441335703505
6886,52,3233,3,1,5,52226.74471538894,0.04,217284.84,52226.74471538894
6887,41,1756,1,1,1,-316655.84565218043,0.11,30403.18,-261392.8445300957
6888,57,2100,3,2,3,-243339.83718462693,0.34,36150.61,-242365.92326448727
6889,61,3219,1,1,1,54181.50011035806,0.22,81575.9,54181.50011035806
6890,46,3420,2,1,5,-67364.35789380503,0.03,41620.97,-67364.35789380503
6891,55,3677,3,3,3,-43321.95387936749,0.13,41808.81,-43321.95387936749
6892,42,1779,1,3,1,-3577.471303840469,0.04,120434.7,-3577.471303840469
6893,44,1860,1,1,1,-183422.4974837348,0.05,11091.94,-176374.6740828497
6894,40,1860,1,1,1,28703.77302562114,0.02,97613.08,28703.77302562114
6895,54,2950,3,1,2,72297.11145788498,0.27,16986.2,85538.9220285561
6896,50,1573,1,1,1,-6685.270761734918,0.16,181543.67,-6685.270761734918
6897,41,1860,1,1,1,5317.187888662004,0.35,43177.26,41114.039577946125
6898,47,2188,2,2,5,127612.4501244206,0.05,4347.27,129635.3477242954
6899,47,1900,3,2,5,10740.836359071907,0.12,32284.62,26137.958372782883
6900,37,2181,3,2,4,-205978.12038308376,0.29,30976.3,-152884.98364063707
6901,48,3119,1,1,1,-246593.2794063132,0.13,73704.95,-246593.2794063132
6902,63,3488,1,1,1,116142.49368395613,0.27,22306.91,116142.49368395613
6903,41,2231,1,1,1,148518.2730072981,0.22,108357.81,148518.2730072981
6904,36,1993,1,4,1,-192739.2349883308,0.24,90025.95,-192739.2349883308
6905,60,1951,1,4,1,-190279.29290323483,0.03,123526.69,-190279.29290323483
6906,63,1857,3,2,3,-123570.23240166118,0.12,10622.11,-123570.23240166118
6907,49,1872,1,1,1,294097.8512065702,0.26,18399.37,328881.4906296389
6908,61,3510,2,1,5,16739.39247541665,0.06,53150.5,16739.39247541665
6909,60,3167,1,1,1,129678.5478359605,0.17,47305.62,129678.5478359605
6910,50,3350,1,1,1,358466.2947461689,0.08,23440.61,370312.67704304185
6911,55,3409,3,1,3,86950.67065965326,0.09,105001.69,86950.67065965326
6912,47,3415,2,1,5,795900.8719797286,0.02,39549.9,795900.8719797286
6913,55,3581,3,1,5,71946.11833106307,0.07,95201.9,71946.11833106307
6914,53,3581,2,1,3,31938.052047418456,0.24,132017.47,31938.052047418456
6915,59,1535,2,3,4,87533.13225395995,0.11,47134.24,87533.13225395995
6916,60,1779,3,3,3,-310593.2822093865,0.16,60851.46,-310593.2822093865
6917,58,2028,3,2,5,79557.20553215343,0.33,58228.8,79557.20553215343
6918,36,1887,1,1,1,463651.83574899856,0.12,80732.85,463651.83574899856
6919,41,1778,1,1,1,275779.0924415026,0.26,49678.21,286677.1687412133
6920,41,1932,1,1,1,-3907.100666667397,0.16,31400.18,68934.53139607432
6921,57,1712,1,1,1,-122727.34419870222,0.0,100592.15,-122727.34419870222
6922,51,1691,1,1,1,351546.7269378418,0.01,45019.29,352369.3038381897
6923,42,1771,1,1,1,-76321.61552835736,0.21,52561.51,-76321.61552835736
6924,40,1891,1,1,1,124369.68297288608,0.14,25510.95,188580.485530539
6925,44,1879,1,1,1,77891.51080668214,0.24,145075.28,77891.51080668214
6926,61,1722,2,1,5,-195107.89797062663,0.3,286031.73,-195107.89797062663
6927,48,1744,1,1,1,223133.9922564739,0.32,77752.46,223133.9922564739
6928,55,1816,1,1,1,-90156.34200563816,0.24,38903.28,-80950.52699048478
6929,62,1904,1,1,1,438411.7952737138,0.18,95254.63,438411.7952737138
6930,47,1904,3,1,3,-133825.53588788165,0.32,80071.29,-133825.53588788165
6931,51,2528,2,2,5,-5767.15420446965,0.0,98158.28,-5767.15420446965
6932,36,2207,1,1,1,-42441.933922428616,0.16,150034.43,-42441.933922428616
6933,37,1593,3,1,3,104632.7521370724,0.2,24700.89,189227.5515078939
6934,55,1525,1,1,1,49101.7978152558,0.09,70915.85,49101.7978152558
6935,36,1705,3,1,3,146651.49326205257,0.2,65741.25,146651.49326205257
6936,47,1825,3,2,5,-55540.53992224571,0.34,115401.73,-55540.53992224571
6937,55,2025,2,2,4,193777.7688874949,0.3,5796.02,197460.87938475338
6938,41,1860,3,1,3,121505.53136602991,0.18,19436.54,179506.83327809576
6939,57,1787,1,1,1,-48276.33806648452,0.28,130484.88,-48276.33806648452
6940,35,1896,2,1,4,-8804.73963808581,0.02,31656.18,-1155.185256188357
6941,46,2069,3,2,5,78695.28737426306,0.03,49595.59,78695.28737426306
6942,49,1432,3,3,3,44796.54539180653,0.11,73904.17,44796.54539180653
6943,47,3249,2,1,4,71946.47682011388,0.08,155138.35,71946.47682011388
6944,55,2950,1,1,1,117457.56419103048,0.11,53890.89,117457.56419103048
6945,49,3136,3,1,5,181220.2890959828,0.18,70036.68,181220.2890959828
6946,63,2931,3,1,5,-17804.711165719436,0.31,42330.72,-17804.711165719436
6947,44,1735,1,2,1,27361.49266335498,0.32,61971.44,27361.49266335498
6948,48,3510,3,1,3,154034.22004932162,0.2,127118.24,154034.22004932162
6949,52,1613,1,1,1,-174427.1377287965,0.03,132976.28,-174427.1377287965
6950,39,1779,1,1,1,-114113.226006666,0.12,59735.9,-114113.226006666
6951,45,1940,1,1,1,78455.95490454625,0.01,73711.69,78455.95490454625
6952,50,1753,3,1,2,72259.89320625084,0.13,72261.91,72259.89320625084
6953,46,1635,3,1,3,129898.75302114389,0.04,66722.11,129898.75302114389
6954,43,2733,2,1,3,199424.0995471132,0.29,21942.99,272797.14614461217
6955,45,3293,1,1,1,185616.2812953283,0.21,12163.68,215055.48274568556
6956,51,3233,3,1,3,-210844.0581977471,0.0,74410.57,-210844.0581977471
6957,50,2950,1,1,1,-98268.664795416,0.31,32547.47,-62264.34892753348
6958,46,1672,1,1,1,91606.12827140906,0.26,28828.11,151606.12827140908
6959,51,3350,1,1,1,-44130.53722780537,0.11,142169.72,-44130.53722780537
6960,59,1818,1,1,1,45648.39458092328,0.22,51341.51,45648.39458092328
6961,56,2950,1,1,1,109076.4085567422,0.29,19004.85,116690.477949478
6962,36,1865,1,1,1,-65134.8208492736,0.27,12008.08,12895.199032641845
6963,49,3119,1,1,1,58314.63532051152,0.33,48854.69,65754.02221251624
6964,51,1606,1,1,1,73215.89148462143,0.01,37127.11,74607.69725660059
6965,53,1816,1,1,1,117635.65095104328,0.32,112627.58,117635.65095104328
6966,52,3078,3,1,3,71314.47670297326,0.11,212661.62,71314.47670297326
6967,49,1251,1,3,1,23756.951644356646,0.11,313715.94,23756.951644356646
6968,40,1940,3,1,3,91584.2900090365,0.06,84732.64,91584.2900090365
6969,60,3396,1,1,1,241985.78170059616,0.31,70637.5,241985.78170059616
6970,46,1953,1,1,1,291236.26652991754,0.14,47850.62,303699.4195707231
6971,53,3495,1,1,1,6296.595077324348,0.0,174385.84,6296.595077324348
6972,35,1810,1,1,1,84586.21475479064,0.27,100550.0,84586.21475479064
6973,50,3398,2,1,3,-39424.92979201312,0.22,31793.21,-21316.000089773195
6974,49,1744,1,1,1,47665.91123573611,0.18,113049.1,47665.91123573611
6975,50,1718,1,1,1,-72714.33078805679,0.04,49467.57,-70993.04226776189
6976,45,1880,3,1,3,107574.1140475497,0.16,48523.69,107574.1140475497
6977,42,1887,3,1,3,83871.27024796102,0.3,19092.08,159808.53177709147
6978,44,3392,2,1,3,81291.7474326664,0.08,121815.59,81291.7474326664
6979,53,1786,1,1,1,145092.47694159872,0.31,197737.18,145092.47694159872
6980,54,3256,2,1,3,20822.375578113508,0.05,37324.97,21491.764851572796
6981,47,3115,1,1,1,-230481.75145519924,0.2,54624.43,-230481.75145519924
6982,52,2950,1,1,1,45795.70958143499,0.2,87425.94,45795.70958143499
6983,61,3175,2,1,3,43364.21613421919,0.34,4824.98,43364.21613421919
6984,50,3194,2,1,5,-2062.458576753066,0.28,223437.17,-2062.458576753066
6985,41,2733,2,1,5,167334.4763442039,0.21,152424.7,167334.4763442039
6986,40,2871,2,1,5,129411.85424150345,0.08,74288.5,129411.85424150345
6987,52,2950,3,1,5,61233.314845952125,0.12,28989.98,71079.0483419472
6988,48,3136,1,1,1,-143235.87213831453,0.28,51414.21,-140736.36640595738
6989,49,1672,1,1,1,93359.97636384028,0.18,33411.23,129695.99583776228
6990,40,3664,3,1,5,62763.855929623474,0.03,136352.21,62763.855929623474
6991,38,3664,2,1,5,157548.4254844786,0.32,47940.22,157548.4254844786
6992,56,3255,1,1,1,3464.992020586258,0.02,80294.48,3464.992020586258
6993,55,1721,1,1,1,248744.4323971608,0.3,136545.4,248744.4323971608
6994,60,3255,3,1,5,-55198.27167066559,0.33,56176.19,-55198.27167066559
6995,54,2777,1,2,1,-47174.89751227093,0.12,62080.22,-47174.89751227093
6996,56,1857,3,2,3,-271212.82899990655,0.24,156692.07,-271212.82899990655
6997,61,1450,3,4,5,-342816.6237284214,0.33,46856.54,-342816.6237284214
6998,63,3734,1,1,1,-8845.015637356679,0.35,126786.82,-8845.015637356679
6999,59,3511,2,1,3,-136160.1696999056,0.18,78440.79,-136160.1696999056
7000,50,3467,2,1,3,-256217.41905045207,0.06,28153.69,-249011.92508082907
7001,50,3194,2,1,5,245013.21953181925,0.02,35682.88,246018.05397231778
7002,47,3255,2,1,3,121014.26563963293,0.01,82473.25,121014.26563963293
7003,50,3194,2,1,5,-104611.66107638372,0.01,24594.49,-103230.33624227767
7004,43,1756,1,1,1,99363.11932745588,0.18,57472.11,99363.11932745588
7005,37,3192,2,1,5,43567.49951354044,0.1,45391.26,43567.49951354044
7006,59,1991,2,4,1,718552.7671946675,0.28,93569.45,718552.7671946675
7007,61,2909,1,1,1,44037.6823160496,0.3,75156.83,44037.6823160496
7008,60,3007,2,1,3,82737.18302148597,0.2,35808.78,82737.18302148597
7009,54,2950,3,1,4,88769.86999492346,0.09,38260.77,89446.0107366254
7010,42,3466,2,1,5,-125289.34016544207,0.16,205603.07,-125289.34016544207
7011,37,3466,3,1,3,-200971.0969448276,0.34,98123.04,-200971.0969448276
7012,36,3370,1,4,1,53058.91634102798,0.08,155784.82,53058.91634102798
7013,47,3197,1,4,1,-298614.63680492184,0.13,91513.88,-298614.63680492184
7014,58,3519,1,1,1,128160.20893241452,0.19,4000.96,128160.20893241452
7015,40,1734,2,3,1,10392.75154182464,0.3,17802.78,74228.31708487798
7016,51,1688,1,1,1,107462.83481287226,0.33,21039.01,142054.4915145096
7017,37,1779,1,1,1,63555.9870467556,0.01,135323.67,63555.9870467556
7018,37,1779,3,1,5,25202.187157016207,0.33,83373.88,25202.187157016207
7019,43,1940,1,1,1,-80083.46866561474,0.31,109269.79,-80083.46866561474
7020,61,2465,2,2,3,-119998.63935876595,0.32,60170.31,-119998.63935876595
7021,47,1913,1,1,1,49142.73273027585,0.07,9571.27,55377.99733428136
7022,52,1600,3,1,3,103914.42001373334,0.19,104726.9,103914.42001373334
7023,44,1687,1,1,1,-24844.28840383269,0.22,82084.81,-24844.28840383269
7024,61,3219,1,1,1,449800.0522814906,0.33,37013.52,449800.0522814906
7025,38,3039,3,1,5,20917.9016783338,0.01,204904.47,20917.9016783338
7026,40,1756,3,1,4,71563.83287364572,0.2,43425.57,71563.83287364572
7027,38,1756,2,1,5,94388.99658517008,0.0,42046.38,94388.99658517008
7028,57,3113,2,1,3,89145.40329733955,0.22,118639.31,89145.40329733955
7029,45,1386,3,1,5,-183762.75760763345,0.3,28099.22,-139660.23648263633
7030,46,1386,2,3,4,-187697.628134901,0.32,94406.43,-187697.628134901
7031,38,1748,1,1,1,-137561.3655763197,0.16,198813.34,-137561.3655763197
7032,60,3088,1,1,1,417825.8478999364,0.34,41444.61,417825.8478999364
7033,55,3228,2,1,3,37480.551406425766,0.24,45030.16,37480.551406425766
7034,58,3228,3,1,3,-64145.389748074886,0.25,61163.67,-64145.389748074886
7035,56,3228,1,1,1,162861.5063566954,0.09,180065.74,162861.5063566954
7036,53,3350,1,1,1,-277253.94288646814,0.32,174304.44,-277253.94288646814
7037,57,3342,2,1,4,-138366.8444440199,0.25,46829.56,-138366.8444440199
7038,46,1872,1,1,1,93583.37166810286,0.34,62870.98,93583.37166810286
7039,47,1699,1,4,1,87784.99213911661,0.18,96542.27,87784.99213911661
7040,61,1816,1,1,1,-103274.42420202724,0.25,81535.77,-103274.42420202724
7041,49,1635,3,1,3,-105285.2666436732,0.09,84761.52,-105285.2666436732
7042,54,1724,1,1,1,77049.58697009092,0.08,11053.19,79602.67033461099
7043,46,1892,1,1,1,-211845.7947717149,0.31,133309.89,-211845.7947717149
7044,44,3548,3,1,5,-343807.90685906063,0.07,23678.42,-323922.0343252132
7045,54,3215,1,1,1,258524.81040766745,0.22,51089.34,259817.37951019645
7046,56,1712,3,1,2,-159804.81898899257,0.14,82436.81,-159804.81898899257
7047,41,1930,2,1,3,111404.25073875274,0.13,149201.78,111404.25073875274
7048,50,3257,2,1,5,32287.954709265014,0.24,4809.24,39579.41541750768
7049,49,1672,1,1,1,25851.487619016203,0.22,48295.61,34424.4976611508
7050,46,1696,1,1,1,583239.9629910061,0.24,75054.27,583239.9629910061
7051,43,4414,3,2,5,-209403.5431252572,0.32,29220.45,-163568.17699682474
7052,58,3228,1,1,1,35850.66205952352,0.05,3659.64,35850.66205952352
